timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-09T17:41:40,codecarbon,b0134a3f-3ac3-4022-af68-d02c31218cf5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.9955875826999545,4.615353840742692e-07,6.59752134639331e-08,0.8639000000000001,0.0,6.75,2.0183006715862498e-07,0.0,1.5766509377863258e-06,1.7784810049449507e-06,Colombia,COL,bogota d.c.,,,macOS-15.0.1-arm64-arm-64bit,3.11.11,2.8.3,11,Apple M3 Pro,1,Apple M3 Pro,-74.0344,4.6313,18.0,machine,N,1.0
2025-02-09T17:41:57,codecarbon,c04258a5-2354-47a2-8e1f-dfcbe7f4894b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.73016216699034,4.446932805225241e-07,6.60746753924633e-08,0.6657,0.5467,6.75,1.0430020422977395e-07,5.519580580185219e-07,1.0573233605828136e-06,1.7135816228311094e-06,Colombia,COL,bogota d.c.,,,macOS-15.0.1-arm64-arm-64bit,3.11.11,2.8.3,11,Apple M3 Pro,1,Apple M3 Pro,-74.0344,4.6313,18.0,machine,N,1.0
2025-02-09T17:42:11,codecarbon,c7f3328c-ade3-4a02-8d33-829909b14427,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.695524834096432,2.8327319908881975e-07,4.2307840850096374e-08,0.5092000000000001,0.0,6.75,7.660591040324009e-08,0.0,1.0149593761889263e-06,1.0915652865921664e-06,Colombia,COL,bogota d.c.,,,macOS-15.0.1-arm64-arm-64bit,3.11.11,2.8.3,11,Apple M3 Pro,1,Apple M3 Pro,-74.0344,4.6313,18.0,machine,N,1.0
